text_id,table_id,label
74afdbbc9350a1f3c4f202f86482e77c,3a8ed75ef651ade4569164fb0a34173a,0
c4c3ab761b79112974477745299090df,7c666e398da41e5696ef3df3d6678d26,1
eb2782d70a9e737c30974dc316e34d0c,34d680245f116acd03b8a2c8b39c5346,0
325fa5d0431228b192cc93368905f564,edfb7839a145d3724f249b6e83212a7d,0
cbd98e55c91b73fab3d26c36ed0c912b,459967ed8a3d5a1dd2b1af1e7432c87d,0
557fcfbe33323776aa27668c37447bf7,2724934ab31c800e2d24d8f70067be55,0
c2e4218f79e6655f5361e48dd64ad133,78702bdec5f6e2a7109e623e57a00948,0
d8d6933ee915be7e7ea53e0d7a7a1630,610f08a2987565688bd4288933a72663,0
58901e1e1fcf27b3b7d2a49a74bde8a0,93225ec2970b2172db3e68a64aba279c,0
4d7031045e4eabed2778759673bdafb1,d18f07dedb3f52c5dee17b948e258675,0
89f023116e7d8219595008488caf90c3,89a52de9621e98da920228d1ad92236f,0
b04656ddbda2fa780dc8aa245cc4ed79,37951abbf2ecf0ff48ad57723925e899,0
0e3962a6cc05b73d8d3289b023137ef1,dbfdd5d4ad949690f3db126cf0482a0d,0
5e6bb3a4ca6c5ffec4b87771321e9944,fe54d90e4eb4a4d3c46bd8f9db45ce80,0
9de14f2c4a915f3d1e013f8e0708ad72,98d8b71dafd5bf9a0792bc4790523554,0
f73ba4a22b216ed88f626b23fee79b61,6afa580fcf1f5441cea709a443550c25,0
6922d7f48c7d8b69a17bf2275af3dadf,8d8a16af5b6af7013a22d710615d3682,0
bc11bc04b7a5f75d983c8bb3890c432d,06a9899d5df6d55149a7068d832dde7e,0
2866caa025b0fde11aec37277d1ac9f2,c28c1e41772e7c32f78eb8f009b21dcd,0
2d1fc3e2291b9f229e6ef57085a01f6d,3ba4a3fd4c2165f1f56a86ecd9b296e7,0
0bbc6c8ce77a2f0ba6b3941d838d7c79,2b7ced0cf7ca18cea4bb50ac2c372bd6,0
a77b10795da6b0f2785a6c50da05c167,5e2d004176b524da103c313a8bd6bd40,0
74306fe000097c20c9ddb5877b346003,20b11c38f6ecd99e5e5609574d2f6ea2,1
16754d6a47d8e327a73a44c3f5f41e77,430e4e4b5e40d1e085c16f05a43944db,1
2ecee97ebae880aae1802e8581fd4e85,12f9d730b921f0d14ade3a3a39f21e98,0
64693c8878230345bfc9dded90a393ff,f99cffdc9671467a974352e9733107d0,0
ed18837e8904a1133db1cbc1aa688d2c,318ebdb99a3313d2afdd7f09ef47b3e2,0
56700cc946eefefd7310f0d8e05c6d3a,5df9cbbe2b21ac5f5ed5f410299d842c,0
ba7378aa3964290af481eab11c5c1047,b1fc4cf42e2921dd203de075a6c86764,0
bea64b489467ba92a3023b2151169990,80388d6e1a9a3d8fed5de8c1149f4ca9,0
5491fc7e91d889b1f038cf825198d2c5,eb6d4aae8713ebf182248085928ae307,0
d2ee0f2becedbcf77aa3e51493d5b914,4a793716459f8f5f99ce812dec2d0018,0
7de2cefa672ae09bb1d3081a03124634,5f5741cf8381919d491bf4f9ffe9b9d9,0
92e8c25afb8f666a4b9c08d1a3950518,ade0fa7c4f1aa53949c2c0ba0973ecbe,0
288c5da27a999b3611067eb4f0b93a58,5d6bfecdab9453b7af6c3df93cefefce,1
9dabc0723577924bdbeee34695d275c4,f833302d598169d9fe00c886c8f301d4,0
cd4c408728eede3a900cc212fc10af47,be94964292f93fa5f20e68a79025de01,0
385d88894de3a9abd8e571c44cb7eb18,2d56ec6d4358a843d54e3341e45bd38c,0
358c2a1e4539161fad4cb0b0b1f16538,d1cd5cf24c40f1f085ae0c41cf4b5e26,0
1a955e40579cf2957eb3bfd454d49564,7b3159398e8702e3c353be83784200be,0
d0f79f965b003f7df777a925fe33a098,c8280270aaea249f8031e8b51d3aae49,0
42f601a6342ca6dab7f2bf6f34400534,8877047ae8fab1eedfa16085c3daf354,0
e650f5af9262448e57c1c4622c7a0635,f23d89d6dbd83887535045373004eea8,1
3018547cd5a0816bf2a883b0b916e7b6,5898b76334e0f646db0e58dbf2df45f1,0
7075381ccad3b251ccf2fb102714a1bf,6f8c3d14e372fe8116ebc6107bb00275,0
f28a2bfd640641f6601514e0fe5adbe0,cc8bbc111cd430832741e3ede504a87f,0
8c70c89b50d9b1ef44377a809c34a312,15591ae2ccfad7e59af7cb941cb2699b,0
3ab84290cdfecceacd65b817d067090a,c0e68027f03d4f5fb1a94df2ecc8a275,0
65e0c2c0d0d7476791f1e0b7dd83265f,0265fc9c147668f4a5f08e8f821bb9aa,0
39b4876dff6c745e070f99956ce4a153,12d82175ad8066b1ad60e172caba62e4,0
d7c1c8e73964983e9dbb396db14d3f41,629c2d16a93a8e766206088ac5d38b0c,1
c750a5a898f9b87415e44910f2022044,a2e5911b76f0a05b3cb88e1f0c436153,0
b0a05a13062a937639c8ad08ad67f126,d3f2c23c3c440c458ecf4766190d57b2,0
46a83e80e57429d8d606cd81eedac98b,31fdfa52ea50a8a26ce5558975901ad9,0
6be78027573e1a191c0dfba4b0fd6104,3807c60a646d5697395ef5ae185386d6,0
c56fa6299785e5132687cb61fd0ceebd,4ff5a5e329c768681d6f1b59f74fda6e,0
284d720d250e2e12012ff41bfa3f1468,15006d05db2313557a922255cdb2a366,1
c2857a86abb75631b24494195a3144b4,b1008b22180bcb7053fde70f4132fd74,0
440da2f2ccfc87986226886d37b0b2e1,c4da9425f2e37a2ec7f207458060dcf1,0
3ef8df5e3a8581e8560262bc8d53b82d,1414c0f3cb9a21a56fdb9c360944931c,0
1efb7901e65cddb600676c048700a26f,e079b618893c7d2cb06eed86ad3e42a1,0
8b1cd1a9a21a76072a639cdd805d481e,a33bba9a8cf9cc6769bcc8fadde84250,0
d89b46395fa7f92bfec2046e3f89bb48,fd3bd6ead99d44bc4041c4f29b179213,0
41e24b64e691dc350422bbcbd536a3b4,decdd9265700f0d6bd15d2a8a90043dd,0
ec7e071a2ccdb81c394bae079c3f52bc,9e0048923f521ebe93c215aaf5405a36,0
2c0f2d5cc1b9df944a4c6b0afc887bcf,126d4ed832b03a2eb45197e4c414efe5,0
568f72697794ace714c5ae62de7df591,22b2bd491fc981d9511f3556aed7500e,0
fe6a8b8f33ad23e888ad222bccb78ada,fda3d62bc3fd3bc4785e18a2128ef6d5,0
5e564613d503febb79999f0dfe2e1e8a,9da8e528e8369ee5c6600a983b0109c8,0
ee3851393f47756d8fe53adb9d6c71ec,93d2b9a2e7e1776c4f41a6443b52e5c3,0
59d7519831b318212e12424fe4ff90ba,d220418bb048873e8093b232e7bbd8c5,0
